Batch_ID,Start_Temp,Target_Temp,Ambient_Temp,Airflow_Rate,Humidity_Level,Material_Load,Fan_Speed,Heater_Power_Level,Control_Strategy,Preheating_Time,Energy_Consumed,Temp_Fluctuation_Index,Steady_State_Achieved
B0505,30.27,67.33,26.7,4.21,57.44,42.61,1139,71,Fixed-Time,14.11,6.8,2.11,1
B0506,22.44,60.71,19.34,5.65,35.01,46.19,1118,86,FA-PID-LSSVM,7.04,2.61,0.55,1
B0507,33.66,66.63,25.3,5.25,33.63,42.34,1040,89,Fixed-Time,12.39,6.53,1.85,1
B0508,32.34,69.47,21.37,6.63,32.56,59.72,1398,82,PID,9.83,5.31,1.35,1
B0509,34.25,58.06,20.08,4.61,57.28,46.17,1321,74,PID,7.56,4.89,1.1,1
B0510,30.89,62.85,22.56,6.48,35.81,42.61,1330,79,PID,10.07,4.29,1.11,1
B0511,29.2,59.31,27.62,5.67,42.49,43.98,1266,81,Fixed-Time,12.18,6.67,1.14,1
B0512,26.27,66.89,22.71,4.16,43.47,51.75,1007,86,Fixed-Time,13.34,6.85,1.57,1
B0513,33.99,63.66,27.01,6.92,47.97,41.28,1182,90,Fixed-Time,15.59,6.64,2.31,1
B0514,32.99,64.52,19.51,5.54,32.15,57.25,1479,75,FA-PID-LSSVM,8.12,3.47,0.64,1
B0515,20.68,66.97,27.27,4.87,36.8,59.23,1133,72,FA-PID-LSSVM,7.38,3.85,0.83,1
B0516,20.4,60.94,20.84,5.41,57.94,44.93,1180,97,FA-PID-LSSVM,8.6,3.73,0.98,1
B0517,25.65,68.73,26.13,6.57,57.25,49.0,1403,84,PID,10.7,5.76,0.96,1
B0518,32.16,63.0,24.79,4.91,53.44,40.44,1422,76,PID,9.81,5.51,1.3,1
B0519,34.81,57.37,29.15,4.58,30.58,52.81,1354,99,PID,11.26,6.08,0.77,1
B0520,22.26,65.44,22.65,4.39,39.81,48.28,1071,75,PID,9.04,5.42,0.98,1
B0521,28.91,66.9,18.79,4.89,48.84,45.4,1497,73,PID,15.57,5.64,1.18,1
B0522,25.71,59.75,18.23,6.34,38.26,44.14,1112,88,Fixed-Time,12.97,6.52,2.02,0
B0523,34.55,67.86,27.92,5.41,57.29,53.08,1106,74,PID,12.34,5.59,1.73,1
B0524,32.63,68.59,24.3,4.68,49.02,48.32,1289,72,Fixed-Time,9.97,7.46,2.63,1
B0525,32.57,59.15,27.3,4.5,32.16,43.59,1312,95,FA-PID-LSSVM,8.55,4.18,0.95,1
B0526,27.03,69.75,20.81,5.0,57.27,53.78,1116,94,FA-PID-LSSVM,8.42,3.53,0.93,1
B0527,26.22,57.11,22.14,6.82,58.73,51.3,1119,78,FA-PID-LSSVM,6.32,3.65,1.07,1
B0528,24.1,58.03,18.36,5.03,32.33,57.17,1146,75,FA-PID-LSSVM,6.41,3.07,0.82,1
B0529,20.85,57.76,29.54,6.96,45.97,42.35,1326,82,FA-PID-LSSVM,6.77,3.82,0.71,1
B0530,32.97,68.41,26.01,5.46,39.1,55.71,1414,96,PID,13.08,4.28,1.58,1
B0531,32.19,64.81,29.2,4.54,41.79,53.47,1209,91,PID,9.35,3.9,1.27,1
B0532,35.0,57.28,21.19,6.67,35.39,42.3,1295,97,PID,10.12,4.42,0.7,1
B0533,34.95,61.6,25.34,5.38,47.34,53.9,1397,99,FA-PID-LSSVM,6.99,3.99,0.92,1
B0534,28.33,64.23,26.14,6.13,58.74,48.83,1102,89,FA-PID-LSSVM,7.06,3.74,0.79,1
B0535,31.53,56.25,21.81,6.95,45.09,58.9,1123,73,Fixed-Time,11.14,5.58,1.9,1
B0536,34.17,68.24,28.18,4.15,32.49,42.83,1244,71,PID,10.26,4.7,1.43,1
B0537,32.74,67.05,29.37,4.29,48.6,52.86,1378,95,FA-PID-LSSVM,5.72,2.96,0.84,1
B0538,23.71,62.58,28.62,6.16,40.21,47.64,1355,73,FA-PID-LSSVM,7.85,3.65,0.76,1
B0539,26.76,69.51,26.87,4.85,55.68,59.14,1208,77,FA-PID-LSSVM,6.69,4.01,0.97,1
B0540,21.94,61.27,21.33,4.55,43.04,46.6,1420,82,Fixed-Time,14.1,6.72,2.02,1
B0541,34.31,69.76,21.38,4.12,35.79,59.24,1427,79,FA-PID-LSSVM,6.84,3.14,0.67,1
B0542,29.09,65.02,29.56,4.07,35.73,58.03,1392,87,Fixed-Time,11.84,7.38,2.29,1
B0543,23.43,64.52,18.12,6.32,53.06,45.41,1313,78,Fixed-Time,14.37,6.63,2.69,1
B0544,30.08,57.49,26.59,4.4,37.97,56.07,1403,99,PID,9.65,4.77,0.59,1
B0545,29.27,68.23,26.47,5.4,53.02,59.91,1108,70,FA-PID-LSSVM,7.4,3.62,0.81,1
B0546,25.37,61.41,25.47,5.82,36.18,45.05,1376,82,Fixed-Time,12.72,6.97,1.74,1
B0547,21.7,57.43,29.88,5.29,39.65,48.74,1347,87,FA-PID-LSSVM,7.59,3.41,0.92,1
B0548,30.07,55.19,21.74,4.08,43.96,50.4,1049,84,PID,10.77,4.95,1.28,1
B0549,27.8,63.4,22.08,6.35,58.3,45.9,1403,71,PID,9.69,4.22,1.19,1
B0550,31.58,62.91,18.95,4.03,57.95,40.31,1104,80,Fixed-Time,11.42,7.6,1.98,1
B0551,27.8,65.79,23.31,6.29,36.21,44.4,1419,98,PID,10.1,5.51,0.55,1
B0552,32.78,68.35,21.13,6.68,40.75,45.64,1372,83,PID,10.41,3.99,0.84,1
B0553,28.28,56.19,22.12,5.3,34.48,48.87,1026,91,PID,10.22,6.21,1.31,1
B0554,28.41,65.97,28.01,5.61,45.3,43.42,1455,84,FA-PID-LSSVM,7.02,3.49,0.66,1
B0555,33.15,57.81,29.23,5.43,43.82,57.47,1287,83,FA-PID-LSSVM,6.46,3.71,0.52,1
B0556,26.05,67.87,20.23,5.17,57.02,54.1,1256,85,Fixed-Time,15.19,6.61,2.41,1
B0557,22.01,67.29,22.47,6.66,57.9,41.7,1272,92,Fixed-Time,11.55,7.38,1.68,1
B0558,20.43,63.11,29.14,6.68,41.51,53.0,1136,98,PID,8.04,7.08,1.38,1
B0559,31.33,65.65,18.74,5.01,44.75,53.07,1339,84,PID,13.38,5.87,0.98,1
B0560,29.3,59.72,19.11,5.85,56.89,59.12,1300,88,Fixed-Time,13.24,7.59,2.22,1
B0561,30.56,62.07,19.95,6.78,54.2,40.06,1479,96,PID,10.44,3.3,1.82,1
B0562,23.19,67.32,25.14,6.89,30.11,44.96,1321,78,Fixed-Time,14.87,6.95,1.64,1
B0563,22.05,61.89,19.81,5.53,39.6,58.56,1031,74,FA-PID-LSSVM,5.84,3.42,0.71,1
B0564,20.22,60.37,29.62,5.36,42.65,58.64,1044,74,PID,12.64,6.13,1.23,1
B0565,25.26,62.41,23.36,4.84,36.89,54.41,1264,80,PID,8.58,4.33,1.2,1
B0566,28.85,67.42,24.02,6.88,35.99,55.32,1029,97,PID,11.0,4.97,1.06,1
B0567,25.88,60.03,20.96,4.43,31.13,41.83,1083,89,FA-PID-LSSVM,6.41,3.49,0.32,1
B0568,26.56,57.61,23.65,5.74,49.3,50.28,1165,94,FA-PID-LSSVM,5.9,3.19,1.04,1
B0569,33.56,65.68,25.94,4.85,37.88,44.63,1315,93,PID,9.28,5.39,1.27,1
B0570,25.22,67.39,27.01,4.84,31.57,43.62,1000,97,Fixed-Time,16.6,8.26,1.97,1
B0571,27.71,56.51,27.05,5.21,36.93,56.21,1248,73,FA-PID-LSSVM,6.65,3.39,0.98,1
B0572,31.75,58.6,24.93,7.0,54.06,42.7,1260,89,PID,9.35,5.55,1.35,1
B0573,25.95,57.13,28.85,4.16,55.54,49.37,1062,87,PID,10.87,6.97,0.96,1
B0574,29.33,60.22,27.81,5.74,44.49,58.77,1482,94,FA-PID-LSSVM,8.54,3.74,0.98,1
B0575,32.94,61.76,27.08,4.25,42.48,43.72,1163,72,Fixed-Time,14.68,8.88,1.84,1
B0576,34.24,66.23,18.67,4.46,59.34,59.56,1320,73,PID,11.25,5.22,1.66,1
B0577,22.21,64.77,18.08,5.32,36.02,59.89,1333,83,Fixed-Time,13.38,7.79,2.42,1
B0578,33.9,64.31,20.55,5.53,36.46,51.11,1200,76,Fixed-Time,13.43,4.92,2.1,1
B0579,27.38,60.29,25.96,4.78,38.76,43.4,1221,95,FA-PID-LSSVM,6.18,3.67,0.86,1
B0580,23.87,67.62,22.93,4.95,35.18,46.32,1151,77,PID,11.09,5.7,0.91,1
B0581,26.89,62.07,22.83,4.26,41.38,48.49,1131,93,PID,8.67,5.55,1.01,1
B0582,34.7,69.69,28.62,4.91,57.33,46.19,1113,85,Fixed-Time,10.86,7.97,2.7,1
B0583,27.39,64.51,28.75,6.9,48.46,45.61,1461,89,FA-PID-LSSVM,7.75,3.89,1.06,1
B0584,24.93,56.89,28.91,6.83,42.36,59.44,1216,84,FA-PID-LSSVM,7.52,3.89,0.73,1
B0585,29.5,65.14,21.77,5.0,58.03,43.07,1195,76,FA-PID-LSSVM,8.16,3.71,0.5,1
B0586,23.6,59.88,26.29,5.71,31.45,54.67,1280,95,Fixed-Time,14.49,4.83,2.36,1
B0587,21.14,65.29,21.26,6.73,36.31,40.01,1201,86,Fixed-Time,16.51,6.91,2.59,1
B0588,21.93,56.04,20.29,4.02,46.98,51.92,1482,91,PID,12.2,4.77,1.53,1
B0589,21.92,57.62,20.22,6.43,48.47,58.32,1134,91,FA-PID-LSSVM,5.88,3.55,0.57,1
B0590,22.28,67.84,22.11,6.85,31.19,45.76,1233,91,Fixed-Time,14.25,9.02,2.36,1
B0591,22.08,58.41,23.16,4.27,42.09,43.71,1140,81,FA-PID-LSSVM,8.07,3.5,0.84,1
B0592,29.61,67.56,27.97,4.48,49.47,53.03,1195,87,Fixed-Time,13.5,7.57,1.66,1
B0593,22.73,59.19,19.44,6.88,50.94,54.25,1497,93,PID,10.61,6.06,1.26,1
B0594,25.19,64.64,26.82,5.61,49.14,53.76,1042,83,FA-PID-LSSVM,6.72,3.26,0.6,1
B0595,33.45,65.41,24.38,4.04,39.62,46.39,1056,84,Fixed-Time,16.19,6.57,2.26,1
B0596,27.11,62.69,21.46,4.77,32.81,45.04,1419,84,FA-PID-LSSVM,6.47,3.2,0.61,1
B0597,30.01,59.58,23.91,5.35,42.81,59.12,1141,74,Fixed-Time,13.38,6.03,2.28,1
B0598,22.58,58.19,21.6,6.08,33.86,58.47,1209,85,Fixed-Time,11.68,7.02,1.86,1
B0599,22.88,55.5,25.15,6.2,58.43,49.15,1071,74,Fixed-Time,14.03,7.87,1.18,1
B0600,20.61,59.56,23.21,6.99,44.26,56.92,1223,71,FA-PID-LSSVM,9.52,3.44,0.68,1
B0601,22.53,64.8,19.97,4.86,39.52,49.05,1026,89,Fixed-Time,14.15,6.36,2.17,0
B0602,24.18,69.07,19.4,5.61,52.99,48.49,1127,97,PID,7.64,4.84,0.88,1
B0603,22.66,68.07,24.56,5.6,44.94,43.14,1105,94,FA-PID-LSSVM,6.2,3.61,0.54,1
B0604,21.33,66.49,28.83,5.22,39.3,48.53,1164,78,PID,9.38,5.75,1.98,1
B0605,21.81,66.83,22.13,4.51,54.36,50.75,1214,91,PID,11.22,4.56,1.09,1
B0606,26.91,64.97,26.8,6.93,56.01,40.45,1070,96,FA-PID-LSSVM,7.03,3.33,0.98,1
B0607,23.1,58.9,25.9,6.56,50.19,48.88,1203,78,Fixed-Time,14.43,7.91,1.84,0
B0608,25.46,68.61,29.18,5.49,31.41,55.63,1152,73,PID,12.49,4.15,0.51,1
B0609,27.55,65.06,27.85,5.81,46.99,53.6,1066,84,FA-PID-LSSVM,6.05,3.56,0.83,1
B0610,30.36,63.41,24.8,4.68,52.9,52.7,1089,80,Fixed-Time,11.18,4.62,2.74,1
B0611,20.59,56.66,25.88,5.63,34.1,58.19,1259,70,FA-PID-LSSVM,9.43,3.68,1.0,1
B0612,31.99,61.71,28.78,6.08,36.86,40.36,1361,87,FA-PID-LSSVM,7.18,3.48,0.75,1
B0613,29.42,61.91,22.79,5.55,56.47,51.14,1227,98,FA-PID-LSSVM,6.79,3.8,0.87,1
B0614,21.23,67.97,21.92,6.97,30.6,55.75,1078,70,Fixed-Time,13.94,8.51,0.52,1
B0615,33.1,63.2,18.13,5.83,52.58,50.83,1095,77,PID,9.17,5.93,1.2,1
B0616,33.81,60.71,27.92,5.11,44.21,46.48,1348,94,PID,9.95,4.16,1.83,1
B0617,20.92,69.65,27.61,6.32,43.4,42.73,1329,85,FA-PID-LSSVM,7.74,3.92,0.63,1
B0618,24.15,56.66,19.25,4.51,30.21,57.75,1468,95,FA-PID-LSSVM,7.08,3.46,0.96,1
B0619,32.09,61.34,24.92,5.15,54.58,49.42,1381,97,Fixed-Time,16.72,5.57,1.46,1
B0620,31.22,55.63,23.57,5.04,40.79,57.56,1245,91,FA-PID-LSSVM,7.65,3.06,0.68,1
B0621,22.77,66.1,19.42,5.3,46.22,51.72,1271,87,FA-PID-LSSVM,8.55,3.19,0.82,1
B0622,23.14,68.77,29.77,6.35,50.32,53.48,1494,91,FA-PID-LSSVM,6.25,3.92,0.69,1
B0623,25.56,59.2,20.58,5.45,51.08,56.09,1402,78,PID,10.35,3.99,0.72,1
B0624,27.27,67.88,18.81,6.38,58.68,53.18,1156,81,FA-PID-LSSVM,7.01,2.84,1.22,1
B0625,29.27,59.38,25.14,5.73,45.94,47.96,1115,88,PID,7.41,4.65,1.21,1
B0626,25.53,68.66,26.87,5.03,41.99,50.27,1434,94,Fixed-Time,13.27,5.9,1.52,1
B0627,26.94,66.31,18.39,6.43,58.61,56.06,1017,87,Fixed-Time,14.05,5.89,2.49,1
B0628,31.21,67.07,25.9,4.71,49.26,47.47,1441,96,PID,12.68,6.09,0.36,1
B0629,20.55,55.27,24.39,4.67,38.94,47.76,1171,74,PID,10.04,6.23,1.03,1
B0630,23.79,69.44,19.24,5.51,33.79,41.91,1015,96,PID,13.14,6.36,1.06,1
B0631,30.7,65.9,20.07,4.78,55.28,58.29,1448,71,PID,9.75,4.49,1.01,1
B0632,33.43,59.57,24.82,4.03,40.87,41.82,1239,76,FA-PID-LSSVM,5.77,3.71,0.51,1
B0633,27.68,67.44,21.56,5.94,49.81,52.96,1385,96,PID,11.41,5.72,0.7,1
B0634,27.98,59.22,29.26,5.53,44.12,48.26,1055,79,PID,12.82,5.64,1.42,1
B0635,21.61,68.09,27.82,5.34,35.97,48.11,1078,84,PID,9.36,5.72,1.54,1
B0636,26.71,56.69,29.8,6.9,48.05,53.59,1102,94,FA-PID-LSSVM,6.9,4.5,0.81,1
B0637,27.99,65.56,21.12,5.71,31.82,41.34,1283,76,FA-PID-LSSVM,8.14,3.65,0.92,1
B0638,23.64,63.11,29.64,6.59,42.4,51.87,1192,97,FA-PID-LSSVM,5.33,3.69,0.65,1
B0639,24.04,56.45,23.17,4.42,46.4,55.44,1004,74,Fixed-Time,12.31,8.74,1.89,0
B0640,25.66,58.63,22.17,5.71,43.08,56.56,1105,84,FA-PID-LSSVM,6.0,2.6,0.54,1
B0641,20.3,55.19,18.6,6.6,52.46,43.41,1277,89,PID,11.78,5.81,1.11,1
B0642,24.83,62.03,18.63,5.75,54.84,57.95,1372,97,FA-PID-LSSVM,7.06,3.6,0.89,1
B0643,23.17,59.52,26.3,6.15,53.14,53.12,1099,89,FA-PID-LSSVM,7.35,2.83,0.31,1
B0644,24.91,63.98,23.5,5.12,31.16,57.64,1237,84,PID,8.97,5.13,1.49,1
B0645,21.8,59.46,20.72,4.28,35.82,49.71,1268,79,FA-PID-LSSVM,7.23,3.77,0.62,1
B0646,33.36,59.5,25.37,5.37,46.1,50.84,1320,93,Fixed-Time,13.86,7.07,1.62,0
B0647,28.9,66.15,21.03,5.18,58.04,58.38,1399,95,FA-PID-LSSVM,6.98,3.44,0.78,1
B0648,30.19,55.72,24.93,6.6,55.05,58.0,1488,98,Fixed-Time,13.77,7.87,2.3,1
B0649,31.84,68.54,22.31,4.73,55.28,48.96,1085,95,Fixed-Time,12.96,7.01,1.95,1
B0650,27.48,67.78,27.88,6.9,39.1,45.49,1319,83,Fixed-Time,13.62,7.65,2.74,1
B0651,21.3,65.02,27.85,6.87,42.88,47.86,1031,95,PID,10.91,4.97,1.6,1
B0652,28.06,63.9,23.73,4.74,44.12,47.76,1335,95,FA-PID-LSSVM,6.22,4.36,0.82,1
B0653,28.8,68.38,22.21,5.04,34.72,45.74,1050,79,Fixed-Time,16.01,10.07,2.09,1
B0654,31.18,57.78,22.35,6.69,30.93,45.37,1078,86,Fixed-Time,13.81,6.81,1.48,0
B0655,26.47,56.18,27.67,6.9,58.41,57.22,1185,90,FA-PID-LSSVM,9.89,3.56,0.69,1
B0656,21.91,58.59,21.94,5.33,37.22,41.4,1173,83,PID,10.19,4.94,1.51,1
B0657,24.26,66.92,20.51,4.96,37.2,53.55,1435,71,PID,10.36,6.46,1.11,1
B0658,25.45,55.52,19.02,5.58,32.5,43.46,1105,85,Fixed-Time,13.5,6.1,1.81,1
B0659,29.69,63.74,23.6,6.06,57.86,46.89,1062,82,PID,10.38,4.79,0.65,1
B0660,28.56,69.93,23.79,4.82,47.39,41.23,1075,96,FA-PID-LSSVM,6.56,2.93,0.85,1
B0661,25.34,67.84,28.09,6.21,50.01,45.4,1315,78,PID,9.52,6.08,1.68,1
B0662,34.8,62.82,20.65,4.15,57.35,55.37,1320,76,FA-PID-LSSVM,7.68,2.72,1.1,1
B0663,29.09,55.95,22.57,4.15,40.37,57.7,1372,85,Fixed-Time,17.15,7.02,2.66,1
B0664,23.56,67.47,27.7,5.16,48.65,44.43,1080,79,FA-PID-LSSVM,6.45,3.04,0.45,1
B0665,21.53,63.98,27.88,5.06,31.16,49.27,1360,93,Fixed-Time,11.06,6.96,2.84,1
B0666,22.29,56.72,22.62,4.95,35.6,49.41,1127,91,FA-PID-LSSVM,9.2,4.04,0.97,1
B0667,23.69,56.41,23.51,5.47,54.94,57.47,1182,78,FA-PID-LSSVM,6.19,2.87,0.74,1
B0668,22.41,68.64,21.64,4.96,53.0,55.26,1242,91,PID,12.85,5.73,1.41,1
B0669,22.8,65.04,29.19,4.58,40.52,50.26,1184,92,FA-PID-LSSVM,7.89,3.71,0.82,1
B0670,24.28,67.44,19.42,4.93,41.3,53.41,1497,76,Fixed-Time,15.32,6.45,1.29,1
B0671,22.6,68.18,29.2,6.92,46.01,56.95,1219,85,FA-PID-LSSVM,5.94,3.75,0.83,1
B0672,33.45,63.58,26.21,5.23,30.01,40.19,1070,78,Fixed-Time,13.35,7.0,1.16,1
B0673,21.2,62.76,24.38,5.33,37.24,48.06,1456,96,Fixed-Time,12.36,7.12,1.72,1
B0674,27.87,61.46,18.39,5.73,36.25,58.14,1341,93,FA-PID-LSSVM,6.38,3.59,1.37,1
B0675,26.16,59.75,23.71,6.95,37.51,54.81,1153,98,PID,12.15,5.18,1.21,1
B0676,34.74,61.52,22.89,4.72,54.18,50.86,1244,86,FA-PID-LSSVM,8.2,3.05,0.92,1
B0677,21.68,66.61,19.93,6.04,38.39,50.59,1139,89,FA-PID-LSSVM,5.88,3.96,0.74,1
B0678,25.97,64.03,25.88,6.15,35.75,46.96,1070,76,PID,10.8,4.98,1.41,1
B0679,34.54,68.39,29.65,5.82,45.13,50.41,1045,80,Fixed-Time,13.65,9.16,2.71,1
B0680,32.98,61.65,24.75,4.27,55.97,53.11,1046,77,FA-PID-LSSVM,5.7,4.12,0.89,1
B0681,32.26,64.11,26.58,6.03,37.24,48.37,1078,76,PID,9.65,3.51,1.13,1
B0682,23.87,64.47,18.82,4.19,32.36,54.28,1421,97,PID,12.04,4.96,1.21,1
B0683,22.56,63.88,23.01,5.79,40.69,57.22,1148,88,Fixed-Time,14.84,5.98,2.31,0
B0684,30.03,65.54,19.4,6.22,52.43,43.09,1397,89,PID,12.96,3.73,0.97,1
B0685,33.94,58.56,25.35,4.63,46.52,49.03,1129,81,Fixed-Time,16.19,6.99,1.97,1
B0686,28.35,62.69,29.26,6.52,54.5,48.16,1455,76,FA-PID-LSSVM,7.05,4.34,0.76,1
B0687,28.57,56.56,25.94,4.09,58.79,53.75,1126,77,PID,11.11,4.6,1.09,1
B0688,24.2,60.77,18.92,6.53,53.78,45.0,1364,76,FA-PID-LSSVM,5.47,3.4,0.74,1
B0689,31.54,62.32,22.26,5.38,48.11,52.81,1118,75,PID,10.95,4.78,1.23,1
B0690,22.81,64.78,24.61,4.65,44.8,57.55,1453,94,PID,10.0,5.0,1.22,1
B0691,24.86,69.26,22.84,4.4,31.2,48.36,1484,78,FA-PID-LSSVM,7.04,3.88,0.78,1
B0692,26.38,64.01,28.0,6.86,59.53,58.22,1356,96,PID,9.98,5.11,0.99,1
B0693,27.61,66.15,27.78,4.22,41.5,59.86,1416,82,FA-PID-LSSVM,6.64,4.52,0.62,1
B0694,23.64,62.59,25.34,4.6,34.57,42.12,1488,76,FA-PID-LSSVM,6.72,3.31,0.75,1
B0695,21.72,64.51,22.48,5.04,50.0,44.66,1261,77,Fixed-Time,13.34,7.28,1.14,1
B0696,29.16,56.06,21.06,5.86,38.53,59.01,1243,91,FA-PID-LSSVM,8.04,3.17,1.22,1
B0697,24.33,58.82,19.27,5.63,47.57,59.17,1473,86,Fixed-Time,17.1,5.33,1.04,1
B0698,28.72,60.43,22.26,4.38,47.6,41.95,1381,86,FA-PID-LSSVM,6.91,3.16,0.79,1
B0699,22.32,62.09,22.96,4.87,43.37,40.3,1102,85,PID,10.88,4.26,1.16,1
B0700,27.22,55.68,26.11,4.72,55.08,43.22,1488,91,FA-PID-LSSVM,6.28,2.95,0.85,1
B0701,27.99,57.1,25.9,4.64,37.95,59.92,1036,71,PID,11.66,5.88,1.37,1
B0702,20.78,59.15,18.84,5.23,43.46,43.6,1141,99,Fixed-Time,13.01,7.71,2.15,0
B0703,25.05,69.57,22.74,6.11,46.13,50.05,1036,77,PID,12.58,6.71,1.2,1
B0704,22.02,59.97,20.18,4.65,49.91,56.97,1007,86,FA-PID-LSSVM,6.46,2.89,0.89,1
B0705,20.95,62.23,19.88,5.1,53.52,40.41,1230,82,PID,11.75,4.24,1.54,1
B0706,34.85,57.94,27.93,5.17,41.84,52.09,1332,87,Fixed-Time,13.8,5.74,1.58,1
B0707,24.84,64.16,18.5,6.93,49.38,45.54,1396,93,PID,9.94,5.45,1.44,1
B0708,32.15,59.21,23.03,6.86,34.52,57.25,1295,97,PID,9.64,4.77,1.7,1
B0709,23.82,58.1,20.02,6.4,57.98,45.67,1106,91,FA-PID-LSSVM,7.98,3.9,0.96,1
B0710,30.22,62.75,28.55,4.72,41.49,53.74,1347,97,FA-PID-LSSVM,7.46,4.51,0.81,1
B0711,31.4,55.08,24.68,4.2,51.89,53.48,1441,79,PID,11.37,4.16,0.95,1
B0712,28.93,55.11,20.78,4.95,30.61,44.43,1017,71,Fixed-Time,11.6,8.27,0.72,1
B0713,27.07,58.29,24.03,4.8,36.16,40.7,1312,71,PID,7.64,5.2,1.31,1
B0714,26.18,55.55,26.78,5.52,44.61,48.18,1082,96,Fixed-Time,11.37,6.45,2.24,0
B0715,25.23,56.62,29.5,6.33,56.35,45.78,1421,83,Fixed-Time,12.33,8.07,2.01,1
B0716,33.94,60.08,20.65,6.57,45.82,56.18,1287,85,Fixed-Time,14.08,7.21,1.08,0
B0717,32.46,67.04,28.63,6.53,57.9,56.01,1469,76,PID,10.62,6.41,1.32,1
B0718,34.48,63.58,29.21,5.08,44.51,49.14,1193,90,Fixed-Time,8.58,7.26,1.27,1
B0719,21.86,62.69,29.0,6.06,44.71,52.13,1460,90,PID,10.21,4.97,0.96,1
B0720,30.96,59.4,25.62,4.94,33.59,52.09,1214,93,Fixed-Time,12.36,8.16,1.78,1
B0721,34.08,68.98,25.56,4.18,54.08,56.54,1280,81,Fixed-Time,14.41,5.59,2.18,1
B0722,22.72,60.96,22.84,6.1,37.41,48.5,1219,97,PID,13.86,5.21,0.78,1
B0723,21.0,56.31,27.03,4.03,56.99,45.51,1441,92,FA-PID-LSSVM,8.3,3.28,0.7,1
B0724,31.12,64.26,24.38,5.23,57.32,45.3,1458,97,FA-PID-LSSVM,7.38,4.07,0.82,1
B0725,28.62,56.71,26.13,4.99,58.3,50.72,1288,83,PID,10.56,4.73,1.54,1
B0726,32.63,60.18,23.14,6.08,45.61,48.98,1343,94,PID,10.68,5.08,1.1,1
B0727,22.1,62.61,26.78,6.3,50.31,48.8,1193,73,FA-PID-LSSVM,8.03,3.37,1.01,1
B0728,31.93,68.11,27.89,4.91,53.36,41.82,1157,95,FA-PID-LSSVM,6.53,3.86,0.84,1
B0729,23.02,62.4,19.76,6.43,33.93,54.37,1464,73,FA-PID-LSSVM,6.05,3.46,0.36,1
B0730,22.45,65.53,28.0,4.88,48.03,44.27,1103,87,PID,9.38,4.07,1.8,1
B0731,22.46,69.89,24.48,5.34,31.03,43.94,1033,72,Fixed-Time,10.87,9.59,2.26,1
B0732,32.22,56.97,28.14,6.18,44.93,48.26,1101,70,PID,9.72,4.77,1.45,1
B0733,29.98,59.12,23.18,6.08,34.65,44.56,1126,86,FA-PID-LSSVM,7.02,3.24,0.92,1
B0734,27.85,60.92,22.55,6.96,35.49,51.68,1213,76,Fixed-Time,12.55,7.64,2.11,1
B0735,25.38,61.33,28.98,4.68,40.95,47.43,1324,99,PID,11.25,4.85,1.62,1
B0736,33.16,61.17,21.01,5.99,42.97,48.98,1431,85,FA-PID-LSSVM,8.16,3.63,1.04,1
B0737,25.89,68.61,28.13,5.83,48.7,50.74,1295,99,PID,13.78,4.84,0.93,1
B0738,32.25,65.71,23.81,6.75,32.23,44.07,1178,74,Fixed-Time,12.85,5.65,2.3,0
B0739,26.59,64.12,24.17,4.47,45.11,43.12,1079,88,FA-PID-LSSVM,8.31,3.14,0.75,1
B0740,25.65,59.64,21.7,6.26,35.48,57.61,1140,76,PID,7.0,6.55,0.88,1
B0741,26.94,67.36,24.88,5.7,47.22,48.67,1473,83,Fixed-Time,14.65,6.9,1.95,1
B0742,24.52,69.33,21.9,4.82,49.12,48.24,1030,71,Fixed-Time,15.62,7.87,2.53,1
B0743,31.21,67.32,18.47,5.42,46.7,40.71,1371,72,PID,12.03,4.9,1.52,1
B0744,27.54,55.02,21.26,5.0,52.15,49.96,1422,86,Fixed-Time,16.22,8.08,1.67,1
B0745,23.48,64.55,18.08,5.74,40.07,51.08,1062,85,FA-PID-LSSVM,7.57,2.86,0.49,1
B0746,33.49,55.77,29.74,6.67,52.95,51.18,1047,77,Fixed-Time,13.76,8.54,1.41,0
B0747,25.76,58.86,29.59,5.71,42.98,54.14,1086,87,PID,11.51,5.37,1.3,1
B0748,28.15,55.89,22.74,5.9,44.53,43.55,1303,84,FA-PID-LSSVM,6.66,3.75,1.1,1
B0749,33.6,64.06,26.74,5.56,49.44,45.04,1060,76,Fixed-Time,15.41,7.81,2.15,1
B0750,29.36,65.3,22.15,4.15,30.55,56.21,1395,96,Fixed-Time,10.99,6.3,1.99,1
B0751,21.75,56.72,26.05,4.7,49.62,58.94,1333,78,FA-PID-LSSVM,8.68,3.86,1.05,1
B0752,34.1,60.76,27.67,5.48,48.56,42.72,1439,75,FA-PID-LSSVM,7.09,3.1,0.79,1
B0753,29.42,61.84,29.36,4.93,39.3,49.95,1273,87,Fixed-Time,12.39,8.56,2.4,1
B0754,25.02,60.54,22.8,4.55,32.57,44.28,1410,87,FA-PID-LSSVM,7.52,2.76,0.87,1
B0755,22.09,56.82,27.4,5.51,32.73,41.2,1283,94,PID,13.83,5.12,1.14,1
B0756,31.91,61.28,21.19,4.97,57.7,46.51,1465,95,Fixed-Time,15.44,7.52,2.71,1
B0757,29.3,66.27,29.88,4.77,50.68,42.87,1079,93,PID,8.05,4.56,1.16,1
